A,B
9.711591380034226617e+00,1.173638390255787911e+01
9.914070632286591689e+00,1.173332626577590609e+01
1.009599619563552331e+01,1.167286785910472346e+01
1.025368336198244279e+01,1.155199521058040268e+01
1.038351454684223896e+01,1.136893249710598752e+01
1.048205634186861346e+01,1.112336758158483541e+01
1.054618746584023548e+01,1.081662871945231075e+01
1.057323159120144318e+01,1.045178970569101118e+01
1.056108740265040069e+01,1.003368431113904080e+01
1.050834709349926399e+01,9.568817061544439895e+00
1.041439409030378194e+01,9.065166433117394007e+00
1.027947132458514368e+01,8.531887441455229038e+00
1.010471293627215239e+01,7.978931902016624278e+00
9.892134832846599224e+00,7.416614540161500457e+00
9.644582803578089170e+00,6.855159881989475679e+00
9.365640511419227821e+00,6.304267185039131860e+00
9.059503178781218580e+00,5.772728090118317112e+00
8.730825669914928255e+00,5.268124651895454313e+00
8.384555568112981305e+00,4.796625232961777563e+00
8.025762534597861375e+00,4.362884237482065330e+00
7.659474704886282126e+00,3.970040712092324231e+00
7.290531305606886114e+00,3.619802016118748078e+00
6.923458376658071955e+00,3.312593010233900515e+00
6.562371840015654989e+00,3.047748781755167169e+00
6.210909534189606340e+00,2.823729458059523800e+00
5.872191526576598264e+00,2.638338401383331977e+00
5.548806214057271369e+00,2.488929118701121990e+00
5.242818504521656209e+00,2.372590703363321119e+00
4.955795724405822611e+00,2.286305882221936869e+00
4.688846740187433859e+00,2.227079345120404064e+00
4.442670000680730702e+00,2.192036784030166441e+00
4.217606679015673876e+00,2.178496947442031928e+00
4.013695705858309815e+00,2.184020119162175977e+00
3.830728147188696475e+00,2.206436915074300842e+00
3.668299023977256823e+00,2.243861326294511738e+00
3.525855254208982270e+00,2.294691677704307153e+00
3.402738896558514803e+00,2.357602743852010185e+00
3.298225281287864519e+00,2.431531764040579802e+00
3.211555929563135958e+00,2.515660589433780459e+00
3.141966395550200630e+00,2.609395716929322706e+00
3.088709327688112793e+00,2.712347538586703077e+00
3.051073148777971866e+00,2.824309769946569570e+00
3.028396810894831592e+00,2.945239715799586655e+00
3.020081101385307054e+00,3.075239783221632273e+00
3.025596969568939532e+00,3.214540451927619724e+00
3.044491317804807640e+00,3.363484753246296144e+00
3.076390661348956446e+00,3.522514183328956605e+00
3.121003013546956417e+00,3.692155876119687097e+00
3.178118299804229441e+00,3.873010780398774333e+00
3.247607547863684108e+00,4.065742516921105221e+00
3.329421044769426352e+00,4.271066531148349554e+00
3.423585593407318495e+00,4.489739099907779973e+00
3.530200944057364509e+00,4.722545692816440877e+00
3.649435418933272057e+00,4.970288128535655048e+00
3.781520689893510312e+00,5.233769899716969931e+00
3.926745610875856052e+00,5.513778967663909292e+00
4.085448946554661731e+00,5.811067248263010576e+00
4.258010776725496882e+00,6.126325926222944140e+00
4.444842291675241697e+00,6.460155648846479082e+00
4.646373627392365258e+00,6.813030570117993179e+00
4.863039321664928138e+00,7.185255151435780974e+00
5.095260904642013422e+00,7.576912592704668548e+00
5.343426073448278579e+00,7.987803789369338325e+00
5.607863845040384376e+00,8.417375818495754558e+00
5.888815042385921572e+00,8.864639191721602529e+00
6.186397457319489313e+00,9.328073528174371631e+00
6.500565064404977278e+00,9.805521962185560270e+00
6.831060754183035932e+00,1.029407558609338302e+01
7.177362237374071086e+00,1.078995062203942545e+01
7.538621075840606700e+00,1.128836290066852577e+01
7.913595258323399051e+00,1.178340666235049206e+01
8.300576398726107641e+00,1.226794770548509739e+01
8.697313529402006083e+00,1.273354441913035373e+01
9.100936618374840137e+00,1.317041404884300881e+01
9.507884361421657715e+00,1.356746525108138357e+01
9.913842450387630123e+00,1.391242092707253164e+01
1.031370029805612099e+01,1.419205652220315095e+01
1.070153592047082469e+01,1.439257716917457941e+01
1.107064004534120016e+01,1.450015079541346630e+01
1.141359112034842660e+01,1.450160223272064108e+01
1.172239223158564769e+01,1.438525459622619529e+01
1.198867846804970227e+01,1.414187899611585308e+01
1.220399852085631665e+01,1.376568405747330459e+01
1.236016707451801544e+01,1.325524710089343117e+01
1.244967507715555755e+01,1.261426583187908079e+01
1.246613415262791058e+01,1.185200107866899444e+01
1.240472084523201879e+01,1.098329505398430683e+01
1.226257826610724777e+01,1.002808999933800393e+01
1.203912943943032410e+01,9.010436903122286623e+00
1.173626018579951946e+01,7.957063483070639265e+00
1.135834051552663126e+01,6.895648216652856988e+00
1.091207128563925366e+01,5.853003594186806602e+00
1.040616451649400886e+01,4.853391118006909366e+00
9.850887176645299448e+00,3.917166403149446641e+00
9.257515099295714478e+00,3.059890835955970445e+00
8.637752672961740430e+00,2.291962926440171522e+00
8.003173698309582917e+00,1.618738832675758355e+00
7.364730211746200794e+00,1.041046234463443909e+00
6.732361814017925106e+00,5.559596421807972977e-01
6.114721596834212569e+00,1.576995878754809954e-01
5.519019395938339123e+00,-1.614635320397566631e-01
4.950971103140529905e+00,-4.103882207071565258e-01
4.414835170755761595e+00,-5.983750786739759908e-01
3.913514145812787781e+00,-7.346348648206848519e-01
3.448699244749440673e+00,-8.279084201579804958e-01
3.021038478258698312e+00,-8.862208382335108325e-01
2.630312546609477220e+00,-9.167453007397866616e-01
2.275606761874550799e+00,-9.257506268999995402e-01
1.955471022997095742e+00,-9.186086808370736989e-01
1.668063052613678821e+00,-8.998415893478586280e-01
1.411272588417525009e+00,-8.731930168595567476e-01
1.182826027889816833e+00,-8.417117912240107414e-01
9.803722459784340870e-01,-8.078396177358357910e-01
8.015510596070071214e-01,-7.734973533315256944e-01
6.440462183131537843e-01,-7.401663742842260474e-01
5.056249590534157567e-01,-7.089630602021114170e-01
3.841661571278630616e-01,-6.807054540388939312e-01
2.776789960111873956e-01,-6.559718539318550867e-01
1.843139110168831585e-01,-6.351515415112716223e-01
1.023673657640676721e-01,-6.184881257739101024e-01
3.028181661026989324e-02,-6.061161358542344058e-01
-3.335797863618053527e-02,-5.980915689941436186e-01
-8.983133767197684638e-02,-5.944171190625902046e-01
-1.402899158110381961e-01,-5.950627950705309477e-01
-1.857672037369874629e-01,-5.999826013217858245e-01
-2.271887434954673046e-01,-6.091279001220730738e-01
-2.653826591581278649e-01,-6.224580205335856764e-01
-3.010901952956736571e-01,-6.399486167902397327e-01
-3.349760374451302702e-01,-6.615982206213851802e-01
-3.676382557627557723e-01,-6.874333748598255855e-01
-3.996177676724627648e-01,-7.175126826309771166e-01
-4.314072591683141833e-01,-7.519300579170437038e-01
-4.634595390431871520e-01,-7.908174197599541211e-01
-4.961953271148638600e-01,-8.343470339153209459e-01
-5.300104977949096074e-01,-8.827336722852013873e-01
-5.652828152439387521e-01,-9.362367316681127205e-01
-6.023782068863561268e-01,-9.951624288830507314e-01
-6.416566290860256094e-01,-1.059866168680408727e+00
-6.834775830454639101e-01,-1.130755163518325945e+00
-7.282053410927501469e-01,-1.208291369685521754e+00
-7.762139439520272521e-01,-1.292994791779970676e+00
-8.278920287348215945e-01,-1.385447196554225213e+00
-8.836475455167619453e-01,-1.486296266907146224e+00
-9.439124176558003620e-01,-1.596260216558898382e+00
-1.009147197546110153e+00,-1.716132874807624553e+00
-1.079845765272261504e+00,-1.846789237702409991e+00
-1.156540112515276331e+00,-1.989191465746834142e+00
-1.239805247838432045e+00,-2.144395287367300007e+00
-1.330264251791318797e+00,-2.313556739974935272e+00
-1.428593500609680378e+00,-2.497939144178544346e+00
-1.535528064966566797e+00,-2.698920158612565512e+00
-1.651867274331166646e+00,-2.917998699183629085e+00
-1.778480416816413001e+00,-3.156801422570149729e+00
-1.916312517391786763e+00,-3.417088363544177110e+00
-2.066390102007025664e+00,-3.700757171605589591e+00
-2.229826808966882012e+00,-4.009845205163621529e+00
-2.407828648586555875e+00,-4.346528499544271895e+00
-2.601698633682327344e+00,-4.713116314477349356e+00
-2.812840401761829590e+00,-5.112039570862187965e+00
-3.042760318671865249e+00,-5.545830986488817338e+00
-3.293067385453560370e+00,-6.017094095118951103e+00
-3.565470056420099620e+00,-6.528457561709917201e+00
-3.861768806949081423e+00,-7.082510270102425842e+00
-4.183842953264416131e+00,-7.681711547816023611e+00
-4.533629812719576435e+00,-8.328269612547632761e+00
-4.913093792702381890e+00,-9.023979915203774738e+00
-5.324182404952520820e+00,-9.770013607750057005e+00
-5.768765525232274705e+00,-1.056664506126144865e+01
-6.248553478835192188e+00,-1.141290651516532506e+01
-6.764988782468205564e+00,-1.230615806476581575e+01
-7.319105710697966671e+00,-1.324156307710040004e+01
-7.911351447338209830e+00,-1.421146390912475788e+01
-8.541362693516864724e+00,-1.520466205535350923e+01
-9.207692629700529707e+00,-1.620562256765181885e+01
-9.907485623495658089e+00,-1.719364703395462257e+01
-1.063610176454155365e+01,-1.814209466842546092e+01
-1.138670105492994367e+01,-1.901777814005654932e+01
-1.214980876344260352e+01,-1.978071789986006479e+01
-1.291289967708434894e+01,-2.038449903022323895e+01
-1.366005961239823741e+01,-2.077752291103951165e+01
-1.437180594226236430e+01,-2.090545635694710569e+01
-1.502517098373083826e+01,-2.071511663961220506e+01
-1.559416554931897458e+01,-2.015985076748901506e+01
-1.605073407113597739e+01,-1.920614238192365164e+01
-1.636627490221474446e+01,-1.784072076263683471e+01
-1.651371948825695313e+01,-1.607693844702539465e+01
-1.647004138413379692e+01,-1.395880349519857155e+01
-1.621891759524027421e+01,-1.156103982990135215e+01
-1.575312981870638218e+01,-8.984109454270909012e+00
-1.507622778226283522e+01,-6.344281649586664074e+00
-1.420303316899521739e+01,-3.760288025216938834e+00
-1.315875865461739025e+01,-1.339300539281900182e+00
-1.197681284308384164e+01,8.346649550480633728e-01
-1.069566506327065092e+01,2.707530998112821941e+00
-9.355345457132303366e+00,4.256249521177044137e+00
-7.994185959301368882e+00,5.484962962221302085e+00
-6.646271067149101874e+00,6.418099037807664331e+00
-5.339834056653424810e+00,7.092528049838672466e+00
-4.096597846004215171e+00,7.550477112464508700e+00
-2.931890350157342340e+00,7.834141804759428673e+00
-1.855287134665665194e+00,7.982225682204444617e+00
-8.715358529786542130e-01,8.028167735795529225e+00
1.843450589876416412e-02,7.999611979359242397e+00
8.165522532448120652e-01,7.918659779397295928e+00
1.526763005860060307e+00,7.802531465715370373e+00
2.154339851845591625e+00,7.664377841405970671e+00
2.705343650801629529e+00,7.514084778215120330e+00
3.186217763542978698e+00,7.358990440517528597e+00
3.603495031240433910e+00,7.204484456868565090e+00
3.963593973803247295e+00,7.054487099378675907e+00
4.272683286360789978e+00,6.911820842835850520e+00
4.536597042008295944e+00,6.778492108545615125e+00
4.760786548662028217e+00,6.655901514631940685e+00
4.950298045259019730e+00,6.544999094856809307e+00
5.109768150218799043e+00,6.446398201428801045e+00
5.243431155339798977e+00,6.360458970432031123e+00
5.355133936849021836e+00,6.287349677062853637e+00
5.448355510870404927e+00,6.227092179752004242e+00
5.526229177758565037e+00,6.179595961663637560e+00
5.591565856149072644e+00,6.144683981866474021e+00
5.646877668720812871e+00,6.122112582630983013e+00
5.694401160111829618e+00,6.111586997478574368e+00
5.736119743848504093e+00,6.112773506682511737e+00
5.773785120131904591e+00,6.125308942159586323e+00
5.808937502334672764e+00,6.148808011164530463e+00
5.842924553217658357e+00,6.182868755958549123e+00
5.876918973491747522e+00,6.227076370413262119e+00
5.911934713183899071e+00,6.281005536385577237e+00
5.948841795504066887e+00,6.344221409732621275e+00
5.988379756926922148e+00,6.416279369000525534e+00
6.031169718134282931e+00,6.496723633044092061e+00
6.077725109625263578e+00,6.585084853233285074e+00
6.128461083986065816e+00,6.680876789174635455e+00
6.183702654504922513e+00,6.783592182822798300e+00
6.243691607336709914e+00,6.892697954018482953e+00
6.308592242004887218e+00,7.007629850859491860e+00
6.378496002890347683e+00,7.127786701129909197e+00
6.453425072714304100e+00,7.252524426593089046e+00
6.533335008102183039e+00,7.381150000555193103e+00
6.618116507347483690e+00,7.512915550817099941e+00
6.707596411694445315e+00,7.647012834774932877e+00
6.801538054002493894e+00,7.782568340462550971e+00
6.899641082648499513e+00,7.918639295761119357e+00
7.001540903959761586e+00,8.054210896304153877e+00
7.106807903194201081e+00,8.188195088646493147e+00
7.214946621739430022e+00,8.319431266250287393e+00
7.325395086190515492e+00,8.446689248307521325e+00
7.437524502402215631e+00,8.568674911278131745e+00
7.550639543289807243e+00,8.684038825685052032e+00
7.663979471529331455e+00,8.791388211310254164e+00
7.776720345507423637e+00,8.889302457700924975e+00
7.887978556726773505e+00,8.976352359626233124e+00
7.996815937016719111e+00,9.051123085848303162e+00
8.102246651899877250e+00,9.112240733292342298e+00
8.203246060039123932e+00,9.158402119233647554e+00
8.298761665958576117e+00,9.188407236888517460e+00
8.387726223051570784e+00,9.201193554494020432e+00
8.469072956195816460e+00,9.195871088895041012e+00
8.541752769465738027e+00,9.171756950610369330e+00
8.604753187580200802e+00,9.128407860798018802e+00
8.657118654901982069e+00,9.065649006098960072e+00
8.697971690021679692e+00,8.983597549429347850e+00
8.726534275962446685e+00,8.882679174642717612e+00
8.742148765830473067e+00,8.763636225254737511e+00
8.744297511772899156e+00,8.627526306900366038e+00
8.732620391285646377e+00,8.475710652136971390e+00
8.706929417370778523e+00,8.309832072958453608e+00
8.667219682929545144e+00,8.131782915758495989e+00
8.613676006212440228e+00,7.943664039230793783e+00
8.546674809514275495e+00,7.747736405008721405e+00
8.466780969063719908e+00,7.546367350396627316e+00
8.374739607197010827e+00,7.341973955246601236e+00
8.271463042001970578e+00,7.136966086437245949e+00
8.158013346445498470e+00,6.933691686578880464e+00
8.035581180458835959e+00,6.734386671545599334e+00
7.905461729567512030e+00,6.541131436799882515e+00
7.769028700290749434e+00,6.355815484069277765e+00
7.627707378668602267e+00,6.180111117341842153e+00
7.482947752535926256e+00,6.015456573963031239e+00
7.336198634678636310e+00,5.863048403670520159e+00
7.188883611577824517e+00,5.723842428030217810e+00
7.042379493223063669e+00,5.598562234887090483e+00
6.897997767389465906e+00,5.487713902989733050e+00
6.756969380949492177e+00,5.391605513102343039e+00
6.620432994164777263e+00,5.310369974349646860e+00
6.489426692183264400e+00,5.243989760537828282e+00
6.364882999018720788e+00,5.192322288216741022e+00
6.247626927938522812e+00,5.155124852275392300e+00
6.138376720372209938e+00,5.132078243134695406e+00
6.037746872648458663e+00,5.122808382539764338e+00
5.946253023637589230e+00,5.126905517228818709e+00
5.864318272996712267e+00,5.143940690606736865e+00
5.792280514757714549e+00,5.173479365537828834e+00
5.730400399835725800e+00,5.215092193755514138e+00
5.678869579227704634e+00,5.268363019329295405e+00
5.637818923237864155e+00,5.332894267364352459e+00
5.607326457650512630e+00,5.408309908176593517e+00
5.587424802703120363e+00,5.494256205801216097e+00
5.578107943012930114e+00,5.590400462264462078e+00
5.579337194938083222e+00,5.696427959846780631e+00
5.591046271428952608e+00,5.812037286522073742e+00
5.613145372938264543e+00,5.936934208367662613e+00
5.645524256481204262e+00,6.070824230044999936e+00
5.688054253837584007e+00,6.213403963074390468e+00
5.740589224761264653e+00,6.364351403836107757e+00
5.802965442668749141e+00,6.523315211016885939e+00
5.875000419503562554e+00,6.689903067376800294e+00
5.956490684290886684e+00,6.863669214893366011e+00
6.047208537351134616e+00,7.044101267108908715e+00
6.146897810326912293e+00,7.230606429339458963e+00
6.255268672228167404e+00,7.422497297654246928e+00
6.371991534770775623e+00,7.618977462354258101e+00
6.496690127529124226e+00,7.819127211861125026e+00
6.628933835962324217e+00,8.021889718692087001e+00
6.768229424235300939e+00,8.226058189881285898e+00
6.914012300799899258e+00,8.430264577885338895e+00
7.065637528508442955e+00,8.632970571027428264e+00
7.222370832760341308e+00,8.832461708991386828e+00
7.383379920383445594e+00,9.026845590109457973e+00
7.547726487356047009e+00,9.214055241300219024e+00
7.714359362750464300e+00,9.391858793098464275e+00
7.882109305785264475e+00,9.557876622393564503e+00
8.049686037446093678e+00,9.709607072446100773e+00
